,,,,,,,
Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
1996,IMP,GROUNDFISH POLLOCK ATLANTIC FRESH,NORWAY,"1,031","1,318",0,E
1995,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"35,925","153,257",0,E
1995,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"9,371","31,080",0,E
1990,IMP,GROUNDFISH COD NSPF FILLET FROZEN,DENMARK,"18,779","69,336",776,E
1993,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,NORWAY,"5,820","24,504",240,E
1996,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,045","5,138",0,E
1993,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,ICELAND,"146,841","531,549",0,E
2005,IMP,GROUNDFISH COD ATLANTIC FRESH,SPAIN,366,"3,888",0,E
1994,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"47,152","103,048",0,E
2007,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"298,777","1,161,778",0,E
2002,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,SPAIN,"19,742","89,596",0,E
2006,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,NETHERLANDS,"11,651","104,856",0,E
1990,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"415,982","880,132",0,E
1989,IMP,"GROUNDFISH HAKE,WHITING FROZEN",BELGIUM,"17,779","152,492",0,E
1992,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,435,"2,796",18,E
1994,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,NORWAY,"9,978","41,263",412,E
1989,IMP,GROUNDFISH HADDOCK FROZEN,ICELAND,"5,101","23,932",0,E
1998,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"14,031","30,857",0,E
2000,IMP,GROUNDFISH HAKE (UROPHYCIS SPP.) FILLET FROZEN,NETHERLANDS,"7,384","19,680",0,E
2000,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE > 50%,SPAIN,990,"2,388",0,E
1995,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE NOT > 43%,NORWAY,135,"1,306",0,E
2001,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,898,"4,442",0,E
1994,IMP,GROUNDFISH CUSK FROZEN,PORTUGAL,"16,013","31,590",0,E
2002,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",NORWAY,675,"9,395",0,E
1999,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,PORTUGAL,"2,177","8,364",0,E
2001,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"12,900","89,346",0,E
1992,IMP,GROUNDFISH POLLOCK ATLANTIC FROZEN,NORWAY,"21,232","29,640",0,E
1993,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"40,995","55,818",0,E
1993,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"18,670","39,581",0,E
2006,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,SPAIN,225,"4,686",0,E
1990,IMP,GROUNDFISH OCEAN PERCH NSPF FRESH,PORTUGAL,851,"2,883",9,E
1994,IMP,GROUNDFISH COD NSPF FROZEN,DENMARK,"19,160","67,520",0,E
1991,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"167,058","966,687",0,E
1991,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"38,193","185,406",0,E
1991,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,DENMARK,"31,552","53,188",0,E
1991,IMP,GROUNDFISH POLLOCK NSPF MINCED FROZEN > 6.8KG,UNITED KINGDOM,"8,896","18,304",0,E
1994,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"10,403","49,893",0,E
1996,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE CONTENT BET 45-50%,SPAIN,259,"1,555",0,E
1998,IMP,GROUNDFISH POLLOCK NSPF SALTED WHOLE/DRESSED,ICELAND,"66,065","193,538",0,E
1994,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"40,335","95,944","1,667",E
1995,IMP,GROUNDFISH POLLOCK NSPF SALTED WHOLE/DRESSED,ICELAND,"7,560","39,517",0,E
1999,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,NORWAY,"36,868","152,444",0,E
2001,IMP,GROUNDFISH POLLOCK NSPF MEAT FROZEN > 6.8KG,SPAIN,523,"2,764",0,E
1995,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NETHERLANDS,"20,534","100,673",678,E
1995,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,"8,131","33,526",0,E
1993,IMP,GROUNDFISH POLLOCK NSPF SALTED WHOLE/DRESSED,ICELAND,"47,208","114,544",0,E
1998,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,955,"6,121",0,E
2002,IMP,GROUNDFISH OCEAN PERCH NSPF MEAT FROZEN > 6.8KG,ICELAND,599,"2,498",0,E
1999,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,708,"4,114",0,E
2002,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,PORTUGAL,"1,440","4,448",0,E
2001,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"143,700","600,302",0,E
1999,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"8,382","23,043",0,E
2004,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,680,"3,911",0,E
2003,IMP,GROUNDFISH HAKE (UROPHYCIS SPP.) FILLET FROZEN,SPAIN,"1,723","6,120",0,E
1999,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"6,838","88,988",0,E
1994,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,"1,333","6,588",0,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"38,066","142,062",0,E
1994,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT BET 45-50%,ICELAND,"6,750","58,500",0,E
1998,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,"25,460","120,270",0,E
1996,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,SPAIN,"7,444","23,706",186,E
1999,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,UNITED KINGDOM,650,"3,454",0,E
2006,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,SPAIN,198,"3,836",0,E
2005,IMP,GROUNDFISH POLLOCK NSPF SALTED WHOLE/DRESSED,ICELAND,"14,516","45,375",0,E
2002,IMP,"GROUNDFISH HAKE,WHITING FROZEN",SPAIN,760,"2,162",0,E
1994,IMP,GROUNDFISH COD NSPF FRESH,UNITED KINGDOM,"21,000","36,174",0,E
2002,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,FRANCE,"19,302","26,383",0,E
2005,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,672,"4,004",0,E
2007,IMP,GROUNDFISH HAKE FILLET FROZEN,PORTUGAL,480,"3,986",0,E
2006,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"5,401","18,900",0,E
1991,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,"2,422","26,975",0,E
1993,IMP,GROUNDFISH POLLOCK ATLANTIC FROZEN,UNITED KINGDOM,"35,969","19,384",0,E
1993,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT BET 43-45%,NORWAY,"1,440","17,580",0,E
1992,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"4,273","24,882",0,E
2004,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"8,172","55,324",0,E
2000,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"2,872","12,044",0,E
1992,IMP,GROUNDFISH HAKE (UROPHYCIS SPP.) FILLET FROZEN,PORTUGAL,600,"1,967",25,E
1993,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE NOT > 43%,NORWAY,"4,900","51,539",0,E
1991,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,NORWAY,"19,840","80,975",820,E
1989,IMP,"GROUNDFISH CUSK,HAKE,POLLOCK FRESH",DENMARK,"28,123","75,550",0,E
2006,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,SPAIN,"1,681","10,649",0,E
1994,IMP,GROUNDFISH COD NSPF FROZEN,DENMARK,"19,160","67,526",0,E
1991,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"27,760","186,872",0,E
1993,IMP,GROUNDFISH HADDOCK FRESH,NORWAY,"11,589","19,365",0,E
2000,IMP,GROUNDFISH POLLOCK ALASKA FILLET FROZEN,NORWAY,"2,040","5,710",0,E
1998,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,197","3,591",0,E
2007,IMP,"GROUNDFISH CUSK,HADDOCK FILLET SALTED",ICELAND,227,"5,124",0,E
1997,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,640,"4,412",0,E
1996,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"41,202","189,036","1,030",E
1997,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,"1,154","8,674",0,E
1994,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,"13,091","58,964",0,E
1996,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,NORWAY,"4,565","17,122",0,E
1993,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE CONTENT BET 43-45%,PORTUGAL,"40,624","193,631",0,E
1999,IMP,"GROUNDFISH CUSK,POLLOCK FILLET FRESH",ICELAND,"1,861","8,660",0,E
2004,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"6,804","28,200",0,E
2005,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT > 50%,ICELAND,500,"3,900",0,E
1989,IMP,GROUNDFISH COD NSPF FILLET FROZEN,DENMARK,"38,454","276,158","1,590",E
1992,IMP,"GROUNDFISH HAKE,WHITING FROZEN",NETHERLANDS,"5,443","57,178",0,E
1992,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"4,639","24,696",0,E
1993,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"19,938","65,961",0,E
2001,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,ICELAND,"15,567","61,090",0,E
2004,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"2,245","11,097",0,E
2005,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,NETHERLANDS,"72,727","75,356",0,E
1995,IMP,GROUNDFISH POLLOCK NSPF MEAT FROZEN > 6.8KG,ICELAND,"8,861","16,805",0,E
1996,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"1,760","17,228",2,E
1989,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,SWEDEN,"17,901","111,720",0,E
2003,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,FINLAND,435,"3,447",0,E
1996,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"24,249","94,651",0,E
1994,IMP,GROUNDFISH POLLOCK NSPF FILLET SALTED,DENMARK,"18,335","62,507",0,E
1994,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,ICELAND,"3,134","11,096",0,E
1998,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,PORTUGAL,"18,000","152,218",0,E
2007,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",NORWAY,"2,463","20,000",0,E
2007,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"2,393","24,277",0,E
2000,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,900,"15,024",0,E
1992,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,UNITED KINGDOM,"20,140","130,070",0,E
1994,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SWEDEN,"14,700","54,477",608,E
2001,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,DENMARK,860,"5,028",0,E
2002,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,"19,500","129,620",0,E
2006,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"2,453","78,280",0,E
2002,IMP,GROUNDFISH POLLOCK NSPF SALTED WHOLE/DRESSED,ICELAND,359,"2,400",0,E
1997,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE CONTENT BET 45-50%,ICELAND,"2,631","12,053",0,E
2001,IMP,GROUNDFISH POLLOCK ALASKA SURIMI,NETHERLANDS,"24,700","36,562",0,E
2004,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"17,434","89,696",0,E
2007,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"12,122","145,038",0,E
2006,IMP,"GROUNDFISH CUSK,POLLOCK FILLET FRESH",NORWAY,"25,000","133,750",0,E
1994,IMP,GROUNDFISH COD NSPF DRIED,NETHERLANDS,704,"3,909",0,E
2002,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT NOT > 43%,NORWAY,"2,835","44,310",0,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",UNITED KINGDOM,"663,891","2,814,911",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",ICELAND,"40,380","231,451",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"279,957","672,591",,E
1986,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"296,099","758,255",,E
1986,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"2,365,311","6,957,816",,E
2006,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,344,"3,952",0,E
1987,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"35,363","146,648",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"246,560","878,910",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",PORTUGAL,"7,124","24,074",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"1,240","5,887",,E
1987,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,567,"2,125",,E
1986,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"6,264,460","16,265,269",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",NORWAY,"1,376,182","5,625,797",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"18,897,648","63,937,137",,E
1988,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"81,936","217,609",,E
1986,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,449,"1,832",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"628,100","1,840,542",,E
1988,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,901,478","6,778,253",,E
1986,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"19,758","57,049",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"2,516,586","8,806,120",,E
1979,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",SPAIN,"345,205","652,212",,E
1983,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,429,"2,270",,E
1982,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,NORWAY,"1,829","6,641",,E
1981,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NORWAY,"20,163","29,607",,E
1979,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"18,086","147,284",,E
1979,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"9,224","18,365",,E
1984,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"20,714,080","45,457,989",,E
1983,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"55,384","156,080",,E
1981,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"858,274","2,825,708",,E
1979,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,NORWAY,"15,507","55,248",,E
1983,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",UNITED KINGDOM,"5,894","9,698",,E
1983,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"7,658,347","21,093,671",,E
1980,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"238,635","716,459",,E
1982,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"23,903","48,061",,E
1982,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"55,635","171,250",,E
1981,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"6,629,636","15,009,731",,E
1979,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"7,855,792","16,565,256",,E
1978,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"125,306","303,464",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,NORWAY,"11,914","51,493",,E
1980,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"4,569,586","7,998,980",,E
1979,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"992,202","2,713,594",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"265,995","447,843",,E
1983,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"3,891,037","5,045,358",,E
1982,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"2,340,609","3,840,709",,E
1985,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"4,065,149","8,758,668",,E
1984,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"47,155","137,809",,E
1980,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",PORTUGAL,"1,474","2,625",,E
1979,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"27,548,124","79,001,002",,E
1985,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"21,106","43,180",,E
1980,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"1,994,249","6,421,921",,E
1982,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",UNITED KINGDOM,"14,818","34,408",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"541,043","1,183,327",,E
1983,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"136,199","343,371",,E
1974,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"9,204,070","17,172,953",,E
1974,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,UNITED KINGDOM,"272,216","462,309",,E
1972,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NETHERLANDS,"322,887","296,547",,E
1975,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,401,863","1,003,410",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",ICELAND,"491,059","565,046",,E
1978,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",UNITED KINGDOM,"19,320","43,227",,E
1978,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"12,938,136","27,019,874",,E
1977,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"749,003","1,211,503",,E
1976,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"143,865","178,423",,E
1973,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,801,965","2,552,699",,E
1974,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,GERMANY,"50,961","70,143",,E
1983,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"264,566","325,931",,E
1973,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,BELGIUM,"36,779","46,699",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"4,500","16,502",,E
1972,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"33,919","21,686",,E
1977,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"3,751,603","4,773,276",,E
1976,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"2,312,469","2,136,909",,E
1978,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"35,339","83,693",,E
1977,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"665,728","1,012,732",,E
1977,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"209,298","417,246",,E
1972,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",BELGIUM,"37,994","36,360",,E
1974,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NORWAY,"311,653","309,819",,E
1984,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"606,850","1,290,578",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"89,020","172,016",,E
1977,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"334,773","708,833",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",UNITED KINGDOM,"18,722","38,253",,E
1978,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,NORWAY,260,574,,E
1972,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NETHERLANDS,828,717,,E
1976,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,GERMANY,"50,779","83,727",,E
1978,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"6,546,107","14,260,125",,E
1976,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"347,740","319,119",,E
1975,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"352,441","653,552",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"2,449","5,825",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",ICELAND,"3,748","5,079",,E
1973,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",SPAIN,"30,595","26,832",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"73,222","88,719",,E
1987,IMP,GROUNDFISH COD NSPF FRESH,FRANCE,"12,383","16,453",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"81,156","396,950",,E
1985,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,207,097","2,996,105",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"29,414","103,472",,E
1986,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"105,831","475,952",,E
1986,IMP,GROUNDFISH COD NSPF FROZEN,NORWAY,"2,139","8,722",,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"364,565","674,316",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,UNITED KINGDOM,"98,890","421,082",,E
1984,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"506,925","1,252,448",,E
